COMPLAINT ID,COMPLAINT TYPE,ADDRESS,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION
601048146,ILLEGAL DUMPING WORK ORDER,932 W 19TH ST,932,,W,19TH,ST,84397,08/10/2021,,"[INSPECTION LOG #: 14820634 09-AUG-21 12:37:00] ON AUGUST 9, 2021 DEPARTMENT OF PUBLIC HEALTH INSPECTOR DWIGHT T-KILGORE RESPONDED TO A 311 COMPLAINT AT 932 W. 19TH STREET ABOUT SPILLS AND OR ILLEGAL DUMPING (IN A BUCKET) AND THE NATURAL WATER WAYS, UPON ARRIVING AT THE ABOVE ADDRESS I DID NOT NOTICE ANY ILLEGAL BUCKETS OR LIQUID IN THE AREA OF THE COMPLAINT, THIS AREA OF THE COMPLAINT AND A COUPLE BLOCKS OVER IN EACH DIRECTION I DID NOT NOTICE ANYTHING.",DEPT. OF PUBLIC HEALTH,08/14/2021,41.85680034441144,-87.64952835032783,POINT (-87.64952835032783 41.85680034441144)
601047951,AIR POLLUTION WORK ORDER,2101 N MAJOR AVE,2101,,N,MAJOR,AVE,436522,08/10/2021,,"[INSPECTION LOG #: 14791335 10-AUG-21 14:15:00] ON AUGUST 10, 2021, A CHICAGO DEPARTMENT OF PUBLIC HEALTH ENVIRONMENTAL ENGINEER RESPONDED TO A COMPLAINT AT 2101 N. MAJOR AVENUE. THE NATURE OF THE COMPLAINT IS THAT THERE ARE METAL CUTTINGS DISPERSED ACROSS THE STREET OF NORTH MAJOR AVENUE. THE EXACT LOCATION OF WHERE THE METAL CUTTINGS ORIGINATED FROM IS UNKNOWN. THE SITE ASSOCIATED WITH THE LISTED ADDRESS IS VELEZ IRON WORKS, INC., A FENCE FABRICATION SHOP. THE ADDRESS FOR THE FACILITY IS 2101 N. MAJOR AVENUE  2103 N. MAJOR AVENUE. WHILE CANVASSING THE AREA, VISIBLE EMISSIONS WERE NOT OBSERVED, AND ODORS WERE NOT DETECTED. METAL CUTTINGS WERE OBSERVED LITTERED ON THE PUBLIC RIGHT-OF-WAY NEAR 2100 N. MAJOR AVENUE. WHILE INSPECTING AT 2101 N. MAJOR AVENUE, THE ENVIRONMENTAL ENGINEER MET WITH MANAGEMENT. THE ENVIRONMENTAL ENGINEER LEARNED THAT MANAGEMENT IS AWARE OF THE METAL CUTTINGS IN THE STREET BUT COMMUNICATES THAT IT IS NOT FROM THEIR FACILITY. METAL CUTTINGS WERE NOT PRESENT INSIDE THE FACILITY OR IN THE ADJACENT AREA OF THE FACILITY. THE ENVIRONMENTAL ENGINEER CONDUCTED AN AIR INSPECTION FOR THE FACILITY. PLEASE SEE INSPECTION #1714372 AND INSPECTION #1714497 FOR ADDITIONAL DETAILS. NO CITATIONS HAVE BEEN ISSUED AS A RESULT OF THIS COMPLAINT.",DEPT. OF PUBLIC HEALTH,08/11/2021,41.91811233845398,-87.76805548427365,POINT (-87.76805548427365 41.91811233845398)
601047975,ILLEGAL DUMPING WORK ORDER,4444 W IRVING PARK RD,4444,,W,IRVING PARK,RD,16295,08/10/2021,,"[INSPECTION LOG #: 14797150 10-AUG-21 13:30:00] ON AUGUST 10TH-2021 A (CDPH) CHICAGO DEPARTMENT
OF PUBLIC HEALTH BEN NWIGWE RESPONDED TO AN ANONYMOUS COMPLAINT AT SUBARU OF
CHICAGO FACILITY LOCATED AT 4444 W IRVING PARK RD. REGARDING ALLEGED DUMPING OF
WASTE AUTOMOTIVE FLUID IN THE ALLEY.

UPON ARRIVAL AT THE LOCATION, A PERIMETER SURVEY OF THE FACILITY
VIA THE ALLEY WAS CONDUCTED. LIKEWISE, THE ONLY SEWER FOUND IN THE ALLEY WAS
EXAMINED FOR EVIDENCE OF OIL WITH A LONG STICK. ALSO, SEVERAL GARBAGE CANS
STAGED BESIDES THE FACILITY AND THE ALLEY WERE OBSERVED AND THEY WERE CHECKED
FOR DUMPING OF WASTE OIL AS WELL.

I PROCEEDED TO THE OFFICE TO INTRODUCE MYSELF. I STATED THE
PURPOSE OF MY VISIT TO THE GENERAL MANAGER, JOE D?ANDREA AND A WALKTHROUGH OF
THE FACILITY WITH THE MANAGER WAS REQUESTED. DURING THE WALKTHROUGH THE MANAGER TOOK US TO
THE OIL CHANGE AND MAINTENANCE SERVICE AREA, AND HE PRESENTED TO ME HOW THEIR AUTOMATED
SYSTEM OF WASTE OIL COLLECTION AND DISPOSAL WORKS. 

HE TOLD ME ABOUT A BIG CONTRACT THEY SIGNED WITH VALVOLINE
OIL COMPANY AS THEIR OIL SUPPLIER AS WELL AS THEIR OIL DISPOSAL COMPANY. HE
SAID THEY CANNOT BE PAYING SOMEONE SUCH A HUGE AMOUNT OF MONEY TO SUPPLY AND
DISPOSE THEIR WASTE OIL BUT INSTEAD THEY CHOOSE TO DUMP OIL IN THE ALLEY.

INSPECTION PHOTOS AND SITE SKETCH ATTACHED. 

",DEPT. OF PUBLIC HEALTH,08/11/2021,41.95362120201171,-87.73981300591856,POINT (-87.73981300591856 41.95362120201171)
601048034,AIR POLLUTION WORK ORDER,5492 N NORTHWEST HWY,5492,,N,NORTHWEST,HWY,410716,08/10/2021,"ON AUGUST 6, 2021 AT 6:48 PM VERY TOXIC ODOR COMING FROM ORION INTO MY PROPERTY. NEW DAY SAME TOXIC ODOR FROM ORION.","[INSPECTION LOG #: 14789551 09-AUG-21 15:30:00] VIEW INSPECTION# 1682543. NARRATIVE IS LISTED BELOW:'CHICAGO DEPARTMENT OF PUBLIC HEALTH ENVIRONMENTAL ENGINEER RESPONDED
TO TWO CITIZEN?S COMPLAINTS REGARDING `ON AUGUST 6, 2021 AT 6:48 PM VERY TOXIC
ODOR COMING FROM ORION INTO MY PROPERTY. NEW DAY SAME TOXIC ODOR FROM ORION
(CREATED ON 8/6/2021 AT 7:25PM, SR# 601048034)? AND `THIS SMELL IS DISGUSTING.
CANCER CAUSING CHEMICALS. AND PREVENT US FROM SITTING OUTSIDE AND OR OPENING
WINDOWS (CREATED ON 8/6/2021 AT 8:09PM, SR# 601048037)? AT 5492 N NORTHWEST
HIGHWAY, ORION INDUSTRIES LTD. ORION INDUSTRIES LTD IS AN INDUSTRIAL COATING
COMPANY THAT PREDOMINANTLY APPLIES AND BAKES TEFLON COATINGS

WHILE CANVASSING THE AREA SURROUNDING ORION INDUSTRIES LTD
ON AUGUST 9, 2021, NO ODORS OR VISIBLE EMISSIONS WERE OBSERVED. THE WIND WAS
TRAVELING FROM THE SOUTH/SOUTH-SOUTHWEST AT ABOUT 14MPH BETWEEN 2:30PM -3:30PM.


INSIDE THE FACILITY, I SPOKE TO JEREMY. WE INVESTIGATED THE
OVENS THAT WERE IN OPERATION ON 8/6/2021 FROM THE HOURS OF 6:30PM TO 8:00PM. IT
WAS DISCOVERED THAT THREE OVENS WERE IN OPERATION AT THE TIME: 303, 313, AND
320. 

303: OPERATED AT 700F FROM 7:30PM-8:00PM, THERMALLY CURING METAL
WITH THE PRODUCT NAME 78-7001 CORVEL? BLACK. EXHAUSTED FROM THE SOUTHEAST
FACING SIDE OF THE BUILDING.

320: OPERATED AT 450F FROM 6:15PM-7:30PM, THERMALLY CURING
METAL WITH THE PRODUCT NAME 958G-303 ONE COAT BLACK. EXHAUSTED FROM THE SOUTHWEST
FACING SIDE OF THE BUILDING.

313: OPERATED AT 700F FROM 6:00PM-6:45PM, THERMALLY CURING
METAL WITH THE PRODUCT NAME 958G-303 ONE COAT BLACK. EXHAUSTED FROM THE SOUTHWEST
FACING SIDE OF THE BUILDING.

THEIR WEATHER STATION AT THIS TIME (6:30PM TO 8:00PM) LISTED
THE DEGREE DIRECTION AROUND 228 DEGREES WHICH IS CONSIDERED SOUTHWEST (TRAVELING
FROM THE SOUTHWEST TOWARDS THE NORTHEAST). THE LOCATION OF THE COMPLAINANTS
LISTED ADDRESSES IS DIRECTLY NORTHEAST OF THE FACILITY. THIS LEADS ME TO
BELIEVE THAT THE COMPLAINANTS MAY HAVE EXPERIENCE ODORS CREATED FROM ORION
INDUSTRIES OPERATIONS.

CDPH WILL CONTINUE TO OBSERVE AND INVESTIGATE.'",DEPT. OF PUBLIC HEALTH,08/11/2021,41.98037315765761,-87.77794924914497,POINT (-87.77794924914497 41.98037315765761)
601048147,NOISE COMPLAINT,845 W MONTROSE AVE,845,,W,MONTROSE,AVE,417325,08/10/2021,,"[INSPECTION LOG #: 14793890 09-AUG-21 13:10:00] ON AUGUST 9, 2021, CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) SENIOR ENVIRONMENTAL INSPECTOR JUSTIN BARNES RESPONDED TO A NOISE COMPLAINT AT 843 W. MONTROSE AVE. INSPECTOR BARNES ARRIVED AT 12:50PM TO ATTEMPT TO SPEAK ? VIA TELEPHONE ? WITH THE COMPLAINANT. THE COMPLAINANT DID NOT ANSWER INSPECTOR BARNES? CALL OR RESPOND TO HIS VOICE MAIL MESSAGE.ACCORDING TO THE CITY OF CHICAGO?S 311 SYSTEM, THE COMPLAINANT STATED LOUD NOISES WERE EMANATING FROM THE PARKING AREA LOCATED AT THE ABOVE LISTED ADDRESS.FOLLOWING HIS ATTEMPT TO CONTACT THE COMPLAINANT, INSPECTOR BARNES SURVEYED THE AREA (PHOTO A). DURING THE SURVEY, INSPECTOR BARNES DID NOT OBSERVE THE NOISE AT THE CENTER OF THE COMPLAINT. HOWEVER, INSPECTOR BARNES OBSERVED EXTENSIVE NOISE RESULTING FROM ADJACENT VEHICLE/PEDESTRIAN/CTA TRAFFIC IN THE AREA. INFORMATIONAL NOISE METER READINGS TAKEN OF THE SURROUNDING AMBIENT SOUNDS WERE GREATLY IMPACTED BY THOSE NOISES.AS THE COMPLAINANT DID NOT RESPOND TO INSPECTOR BARNES, NO FOLLOW UP COULD BE CONDUCTED. INSPECTOR BARNES DETERMINED NO CITATIONS WERE REQUIRED.",DEPT. OF PUBLIC HEALTH,08/11/2021,41.96170715272716,-87.65171478854856,POINT (-87.65171478854856 41.96170715272716)
601047963,ILLEGAL DUMPING WORK ORDER,2701 W 59TH ST,2701,,W,59TH,ST,3308,08/10/2021,,"[INSPECTION LOG #: 14789236 10-AUG-21 12:20:00] ON AUGUST 10, 2021, CITY OF CHICAGO DEPARTMENT OF PUBLIC
HEALTH (CDPH) INSPECTORS FELIPE GARCIA (I) RESPONDED TO A 311-ILLEGAL DUMPING
COMPLAINT REGARDING DUMPING OF TRASH BAGS AND OTHER DEBRIS, AT 2701 W. 59TH
ST. UPON ARRIVING AT THE PROPERTY, I OBSERVED SEVERAL BLACK TRASH BAGS
ILLEGALLY DUMPED ON THE FLOOR NEXT TO THE BLACK CITY TRASH CARTS. THE TRASH
CONSISTED OF MUNICIPAL SOLID WASTE AND SOME CONSTRUCTION/DEMOLITION DEBRIS. I
THEN SPOKE TO THE COMPLAINANT, AND HE TOLD ME THAT PEOPLE KEEP ON ILLEGALLY
DUMPING ALL SORTS OF WASTE AND DEBRIS BEHIND THEIR PROPERTY. I TOLD HIM TO
ALWAYS CALL THE STREETS AND SANITATION DIVISION OFFICE AND REPORT IT TO THEM,
SO HE WON?T GET A CITATION. I TOLD HIM THAT HE CAN GET A CAMERA AND PUT IT UP
TO DETER THE DUMPERS. I THEN CALL THE STREETS  SANITATION DIVISION OFFICE
AND TOLD THEM THAT SOME (NOT THE OWNER) HAD DUMPED EXCESSIVE TRASH BAGS NEXT TO
THE CITY TRASH CARTS. I ISSUED NO CITATIONS AND LEFT.",DEPT. OF PUBLIC HEALTH,08/11/2021,41.78633614827361,-87.69121384095575,POINT (-87.69121384095575 41.78633614827361)
601048137,ILLEGAL DUMPING WORK ORDER,2347 W 19TH ST,2347,,W,19TH,ST,84397,08/10/2021,,"[INSPECTION LOG #: 14820644 09-AUG-21 13:05:00] ON AUGUST 9, 2021 DEPARTMENT OF PUBLIC HEALTH INSPECTOR DWIGHT T-KILGORE RESPONDED TO A 311 COMPLAINT AT 2383 W. 19TH STREET, ABOUT SPILLS AND ILLEGAL DUMPING BY A MOTORCYCLE DEALER WASHING CUSTOMERS BIKES AND DISCHARGING CLEANING CHEMICALS INTO THE SEWER SYSTEM, UPON ARRIVING AT THE ABOVE ADDRESS I NOTICE THAT THE MOTORCYCLE DEALER'S SHOP WAS CLOSED, I COULD NOT TELL IF THEY WERE DUMPING ANYTHING INTO THE SEWER SYSTEM IN BACK OR IN FRONT OF THE BUSINESS.",DEPT. OF PUBLIC HEALTH,08/14/2021,41.85559535388022,-87.68521952703097,POINT (-87.68521952703097 41.85559535388022)
601047988,ILLEGAL DUMPING WORK ORDER,6436 S DORCHESTER AVE,6436,,S,DORCHESTER,AVE,13776,08/10/2021,,"[INSPECTION LOG #: 14804827 10-AUG-21 11:00:00] I RESPONDED TO A DUMPING COMPLAINT. DEPT OF STREETS  SAN. (OR DSS) WAS
ALREADY ONSITE. THERE WAS APPARENTLY
SPILT OIL IN THE ALLEY THAT HAD BEEN TRACKED DOWN THE LENGTH OF THE ALLEY BY VEHICLE
TRAFFIC.

PHOTO A) ALLEY 

DSS SAID THAT THIS MIGHT HAVE COME FROM ONE OF THEIR TRUCKS YESTERDAY AND ORDERED
A SAND TRUCK THROUGH DSS. THEY WILL
ADDRESS THIS ISSUE.",DEPT. OF PUBLIC HEALTH,08/12/2021,41.77774694839716,-87.5916612531438,POINT (-87.5916612531438 41.77774694839716)
601048015,AIR POLLUTION WORK ORDER,9719 S HOUSTON AVE,9719,,S,HOUSTON,AVE,10937,08/10/2021,,"[INSPECTION LOG #: 14793955 09-AUG-21 14:45:00] PULLMAN INNOVATIONS 2701 E. 100TH STREETIN RESPONSE TO A COMPLAINT, I ARRIVED TO THE AREA OF 9700 SOUTH HOUSTON STREET AND CANVASSED FOR FOUL ROTTEN EGG ODORS. NO ODORS WERE DETECTED IN THE RESIDENTIAL AREA NEAR 97TH AND HOUSTON STREET. DURING MY CANVASS OF THE RESIDENTIAL AREA EAST AND WEST NEAR PULLMAN INNOVATIONS (2710 E. 100TH STREET) MILD ROTTEN EGG TYPE ODORS WERE DETECTED. WIND DIRECTION WAS NNW, 5MPH, SUNNY, OVERCAST SKIES, RAIN, TEMP, APPROX... 80F AT THE TIME OF THE INSPECTION. THE FACILITY WAS OPERATING WITH WET SCRUBBERS IN USE FOR ODOR CONTROL. MANAGEMENT IS AWARE OF THE RECENT COMPLAINTS AND IS LOOKING INTO ITS OPERATION FOR OTHER ODORS CONTROL SOLUTIONS.",DEPT. OF PUBLIC HEALTH,08/11/2021,41.71853547842229,-87.54949021138765,POINT (-87.54949021138765 41.71853547842229)
601048037,AIR POLLUTION WORK ORDER,5473 N MASON AVE,5473,,N,MASON,AVE,410716,08/10/2021,THIS SMELL IS DISGUSTING. CANCER CAUSING CHEMICALS. AND PREVENT US FROM SITTING OUTSIDE AND OR OPENING WINDOWS.,"[INSPECTION LOG #: 14790134 09-AUG-21 15:30:00] VIEW INSPECTION# 1682543. NARRATIVE IS LISTED BELOW:'CHICAGO DEPARTMENT OF PUBLIC HEALTH ENVIRONMENTAL ENGINEER RESPONDED
TO TWO CITIZEN?S COMPLAINTS REGARDING `ON AUGUST 6, 2021 AT 6:48 PM VERY TOXIC
ODOR COMING FROM ORION INTO MY PROPERTY. NEW DAY SAME TOXIC ODOR FROM ORION
(CREATED ON 8/6/2021 AT 7:25PM, SR# 601048034)? AND `THIS SMELL IS DISGUSTING.
CANCER CAUSING CHEMICALS. AND PREVENT US FROM SITTING OUTSIDE AND OR OPENING
WINDOWS (CREATED ON 8/6/2021 AT 8:09PM, SR# 601048037)? AT 5492 N NORTHWEST
HIGHWAY, ORION INDUSTRIES LTD. ORION INDUSTRIES LTD IS AN INDUSTRIAL COATING
COMPANY THAT PREDOMINANTLY APPLIES AND BAKES TEFLON COATINGS

WHILE CANVASSING THE AREA SURROUNDING ORION INDUSTRIES LTD
ON AUGUST 9, 2021, NO ODORS OR VISIBLE EMISSIONS WERE OBSERVED. THE WIND WAS
TRAVELING FROM THE SOUTH/SOUTH-SOUTHWEST AT ABOUT 14MPH BETWEEN 2:30PM -3:30PM.


INSIDE THE FACILITY, I SPOKE TO JEREMY. WE INVESTIGATED THE
OVENS THAT WERE IN OPERATION ON 8/6/2021 FROM THE HOURS OF 6:30PM TO 8:00PM. IT
WAS DISCOVERED THAT THREE OVENS WERE IN OPERATION AT THE TIME: 303, 313, AND
320. 

303: OPERATED AT 700F FROM 7:30PM-8:00PM, THERMALLY CURING METAL
WITH THE PRODUCT NAME 78-7001 CORVEL? BLACK. EXHAUSTED FROM THE SOUTHEAST
FACING SIDE OF THE BUILDING.

320: OPERATED AT 450F FROM 6:15PM-7:30PM, THERMALLY CURING
METAL WITH THE PRODUCT NAME 958G-303 ONE COAT BLACK. EXHAUSTED FROM THE SOUTHWEST
FACING SIDE OF THE BUILDING.

313: OPERATED AT 700F FROM 6:00PM-6:45PM, THERMALLY CURING
METAL WITH THE PRODUCT NAME 958G-303 ONE COAT BLACK. EXHAUSTED FROM THE SOUTHWEST
FACING SIDE OF THE BUILDING.

THEIR WEATHER STATION AT THIS TIME (6:30PM TO 8:00PM) LISTED
THE DEGREE DIRECTION AROUND 228 DEGREES WHICH IS CONSIDERED SOUTHWEST (TRAVELING
FROM THE SOUTHWEST TOWARDS THE NORTHEAST). THE LOCATION OF THE COMPLAINANTS
LISTED ADDRESSES IS DIRECTLY NORTHEAST OF THE FACILITY. THIS LEADS ME TO
BELIEVE THAT THE COMPLAINANTS MAY HAVE EXPERIENCE ODORS CREATED FROM ORION
INDUSTRIES OPERATIONS.

CDPH WILL CONTINUE TO OBSERVE AND INVESTIGATE.'",DEPT. OF PUBLIC HEALTH,08/11/2021,41.980644345377655,-87.77672230897184,POINT (-87.77672230897184 41.980644345377655)
601047977,SERVICE STATIONS/STORAGE TANKS WORK ORDER,2401 W OGDEN AVE,2401,,W,OGDEN,AVE,12770,08/10/2021,,[INSPECTION LOG #: 14779963 10-AUG-21 11:45:00] INSPECTED PUMP #3 AT 2401 W OGDEN AND FOUND NO ISSUE WITH NOZZLE. IT SHUT DOWN WHEN USED. CALLED COMPLAINANT AND LEFT MESSAGE ON VOICEMAIL.,DEPT. OF PUBLIC HEALTH,08/10/2021,41.86464672961594,-87.68600251219546,POINT (-87.68600251219546 41.86464672961594)
601048141,CONSTRUCTION AND DEMOLITION,2143 N RACINE AVE,2143,,N,RACINE,AVE,426532,08/10/2021,,"[INSPECTION LOG #: 14781588 09-AUG-21 12:30:00] ON AUGUST 9, 2021, SENIOR ENVIRONMENTAL INSPECTOR DONAVAN TIETJE PERFORMED A COMPLAINT INSPECTION AT 2143 N RACINE. THE COMPLAINT WAS IN REGARDS TO GRAVEL AND ROCKS BEING LEFT IN THE ALLEY BY THE CONSTRUCTION WORK BEING DONE AT THE ADDRESS. AT THE TIME OF THE INSPECTION, WORK WAS BEING DONE ON SITE AND NO TRACK OUT OR MATERIAL WAS OBSERVED IN THE ALLEY. INSPECTOR TIETJE SPOKE TO EMPLOYEES ON SITE AND THE ON SITE SUPERVISOR TO ENSURE THEY KNOW TO FULLY CLEAN UP ANY FORM OF TRACK OUT BEFORE LEAVING FOR THE DAY.",DEPT. OF PUBLIC HEALTH,08/10/2021,41.921122633977795,-87.65817176212471,POINT (-87.65817176212471 41.921122633977795)
601048813,AIR POLLUTION WORK ORDER,2055 W PERSHING RD,2055,,W,PERSHING,RD,410716,08/11/2021,THE SMELLS COMING FROM MAT ASPHALT IN THIS HUMIDITY MAKE IT HARD TO BREATH OUTSIDE TODAY .. IT STARTED IN THE MORNINGAROUND 5AM AND INCREASED AROUND 10AM,"[INSPECTION LOG #: 14799950 11-AUG-21 14:30:00] CHICAGO DEPARTMENT OF PUBLIC HEALTH ENVIRONMENTAL ENGINEER RESPONDED TO A CITIZEN?S COMPLAINT REGARDING `THE SMELLS COMING FROM MAT ASPHALT IN THIS HUMIDITY MAKE IT HARD TO BREATH OUTSIDE TODAY .. IT STARTED IN THE MORNING AROUND 5AM AND INCREASED AROUND 10AM? AT 2055 W PERSHING AVE, MAT ASPHALT.UPON ARRIVAL ON AUGUST 11, 2021, NO ODORS OR VISIBLE EMISSIONS WERE OBSERVED DIRECTLY OUTSIDE OF THE FACILITY. I SPOKE TO THE CONTROL ROOM AND THEY INFORMED ME THAT THEY WERE PRODUCING MIX SINCE 7AM ? 10:30AM. THEY WERE DOWN SINCE IT BEGAN RAINING (10:30AM -12:00PM). THEY CONTINUED PRODUCTION AFTERWARDS. THE WIND WAS TRAVELING FROM THE SOUTHWEST AT 11MPH AT 14:00 (WEATHERCHANNEL.COM).SLIGHT ODOR OF ASPHALT WAS OBSERVED NORTHEAST OF THE FACILITY ON PERSHING RD BETWEEN WINCHESTER AVE AND DAMEN AVE. ODORS WERE ALSO OBSERVED ON WINCHESTER AVE BETWEEN PERSHING RD AND 30TH ST. AN ENFORCEMENT ACTION IS ALREADY PENDING FOR THIS ISSUE.CDPH WILL CONTINUE TO OBSERVE AND INVESTIGATE.",DEPT. OF PUBLIC HEALTH,08/12/2021,41.822972765727336,-87.67702220737627,POINT (-87.67702220737627 41.822972765727336)
601049169,PERMITS ISSUED BY DOE WORK ORDER,1744 W 71ST ST,1744,,W,71ST,ST,379542,08/11/2021,IG#21-01419990A BUSINESS ( TOWING COMPANY) IN A RESIDENTIAL AREA THAT ISOPERATINGWITHOUTA LICENSE . COULD ALSO BE A POSSIBLE JUNKYARD.,[INSPECTION LOG #: 14812966 11-AUG-21 16:00:00] SEE INSPECTION NUMBER 1714883. THIS MATTER IS BEING REFERRED TO THE OFFICE OF BUSINESS AFFAIRS AND CONSUMER PROTECTION.,DEPT. OF PUBLIC HEALTH,08/13/2021,41.76497180314636,-87.66802829743787,POINT (-87.66802829743787 41.76497180314636)
601048792,AIR POLLUTION WORK ORDER,530 E 102ND ST,530,,E,102ND,ST,379542,08/11/2021,,"[INSPECTION LOG #: 14863132  ] ON AUGUST 12, 2021 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER CONDUCTED AN INSPECTION AT 530 E. 102ND. ST., CHICAGO, IL. THE REPORTING INSPECTOR CONDUCTED THE INSPECTION BASED UPON A COMPLAINT OF MORTAR GRINDING DUST ENTERING THE PUBLIC WAY FROM REPAIRS TO THE DWELLING AT THE ABOVE ADDRESS. THE REPORTING INSPECTOR ARRIVED TO FIND TWO LABORERS DRY GRINDING MORTAR JOINTS ALONG THE EAST SIDE OF THE PROPERTY. MORTAR DUST WAS FALLING ON TO BUSHES AND SHRUBBERY AND BLEW ACROSS THE PROPERTY TO THE NORTH CROSSING THE PROPERTY LINE. THE REPORTING INSPECTOR HALTED THE WORK AND INFORMED THE LABORERS THAT THEIR SUPERVISOR NEEDED TO BE CONTACTED, AS NO ONE ANSWERED THE DWELLING DOOR TO DISCUSS THE GRINDING OPERATION. THE LABORERS PROVIDED A TELEPHONE AND THE INDIVIDUAL SPEAKING TO THE REPORTING INSPECTOR STATED THAT HE LOCATED THE GRINDERS/LABORERS FROM THE PARKING LOT OF A HOME SUPPLY STORE AND DID NOT KNOW THEIR NAMES. THE LABORERS IMMEDIATELY PACKED AND LEFT THE SITE, STATING THEY DID NOT SPEAK ENGLISH. A BUSINESS CARD WAS LEFT FOR THE PROPERTY OWNER AND THE FOLLOWING DAY MR. MARCUS GREY CALLED THE REPORTING INSPECTOR STATING THAT HE WAS THE OWNER OF THE DWELLING. GREY WAS INFORMED OF THE VIOLATIONS AND THE NEED FOR A CDPH ARCHITECTURAL SURFACE CLEANING PERMIT TO CONTINUE PROPER GRINDING. GREY STATED THAT HE WOULD OBTAIN THE PERMIT. (INSPECTOR'S NOTE: GREY APPLIED FOR THE PERMIT THE FOLLOWING DAY AND FINAL APPROVALS FOR THE PERMIT ARE PENDING). GREY STATED THAT HE WAS AWARE THAT A VIOLATION HAD OCCURRED AND THAT THE CITATION SHOULD BE MAILED TO HIS DWELLING. CITATION E000038068 18, HANDLING OF MATERIAL SUSCEPTIBLE TO BECOMING WINDBORNE 11-4-760(A) WAS SERVED VIA U.S. MAIL TO GREY AT THE ABOVE ADDRESS. HEARING DATE DECEMBER 2, 2021.",DEPT. OF PUBLIC HEALTH,08/19/2021,41.709302979762825,-87.61022578314628,POINT (-87.61022578314628 41.709302979762825)
601049169,PERMITS ISSUED BY DOE WORK ORDER,1744 W 71ST ST,1744,,W,71ST,ST,EN00188,08/11/2021,IG#21-01419990A BUSINESS ( TOWING COMPANY) IN A RESIDENTIAL AREA THAT ISOPERATINGWITHOUTA LICENSE . COULD ALSO BE A POSSIBLE JUNKYARD.,"[INSPECTION LOG #: 14801104 11-AUG-21 ] SEE ENVGEN WITH 1742 W 71ST ADDRESSON AUGUST 11, 2021 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTORS FRED ROSEMAN AND JOHN SINGLER CONDUCTED AN INSPECTION AT 1742 W. 71ST. ST., CHICAGO, IL 60636. THE INSPECTION WAS CONDUCTED BASED UPON A NUMBER OF VEHICLES PARKED ON A VACANT LOT IN A RESIDENTIAL NEIGHBORHOOD. THE LOT IS FENCED, MESHED AND SECURED WITH A LOCKED CHAIN. THERE WAS NO ONE WAS AT THE PROPERTY AT THE TIME OF THE INSPECTION. THE LOT WAS DIFFICULT TO PHOTOGRAPH DUE TO HEAVY VEGETATION AND THE HEIGHT OF THE FENCE. THE REPORTING INSPECTOR WAS ABLE TO OBSERVE ON THE WINDSHIELD OF TWO VEHICLES, A SERIES OF BLACK NUMBERS ON A WHITE DECAL. DURING A PREVIOUS INSPECTION OF SIMILAR CIRCUMSTANCES AT A DIFFERENT LOCATION, A CHICAGO POLICE OFFICER INFORMED THE REPORTING AGENT THAT UNIFORM DECALS ACROSS WINDSHIELDS ON VEHICLES OFTEN ARE USED TO IDENTIFY INSURANCE PAID OFF CLAIMS FOR VEHICLES CONSIDERED UNREPAIRABLE. THE REPORTING INSPECTOR NOTED A NUMBER OF THE VEHICLES WITHIN THE PARKING LOT WITH WINDSHIELD MARKINGS. TAX INFORMATION FOR PROPERTY INDEX NUMBER 20-19-428-043-0000; 1742 W. 71ST. ST., CHICAGO, IL 60638-3838, LISTS FRANCISCO MARTINEZ 7239 S. HONORE, CHICAGO, IL 60636-3725 AS THE CURRENT PROPERTY OWNER. BASED UPON THIS INFORMATION, THE INSPECTION IS CLOSED.",DEPT. OF PUBLIC HEALTH,08/13/2021,41.76497180314636,-87.66802829743787,POINT (-87.66802829743787 41.76497180314636)
