name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chicago temps,2021-03-16,91.2,68.1,77.1,92.2,68.1,77.6,65.9,71.7,0,0,0,,0,0,20.8,17,127.9,1006.3,48.5,8.2,171.1,14.8,7,,2021-03-16T07:46:05,2021-03-16T19:47:39,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-17,88.1,68.1,77.5,84.5,68.1,76.5,40.9,42.2,0,0,0,,0,0,32.7,20.8,352.2,1008.7,27.9,8.2,285.8,24.8,10,,2021-03-17T07:44:59,2021-03-17T19:48:11,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-18,78.3,52.5,65.4,78.3,52.5,65.4,30.5,29.2,0,0,0,,0,0,19.6,11.4,354.2,1022.2,16.9,9.2,291.6,25.1,10,,2021-03-18T07:43:52,2021-03-18T19:48:43,0.11,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-19,75.4,49.9,63.5,75.4,48.3,63.5,30.4,30.1,0,0,0,,0,0,18.3,14.5,50.5,1024.7,3.4,9.7,294,25.4,10,,2021-03-19T07:42:45,2021-03-19T19:49:15,0.15,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-20,79.1,48.8,64.1,79.1,46.4,64,39.3,43,0,0,0,,0,0,19.7,16.1,94.5,1023.8,0,9.8,313.2,26.9,9,,2021-03-20T07:41:38,2021-03-20T19:49:46,0.2,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-21,82.8,52.8,67,81.4,52.8,66.9,51.2,60.5,0,0,0,,0,0,33.2,22.8,131.8,1017.9,10.6,9.3,281.7,24.2,9,,2021-03-21T07:40:31,2021-03-21T19:50:18,0.24,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-22,89.2,63,73.1,88,63,73,58.4,62.5,0,0,0,,0,0,28.5,22.7,140.3,1007.1,56,9.6,189.8,16.4,8,,2021-03-22T07:39:24,2021-03-22T19:50:49,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-23,88.1,64.2,75.6,84.4,64.2,74.5,48.3,49.8,0,0,0,,0,0,16.1,13.7,64.4,1006,32.1,9.7,241.4,20.7,10,,2021-03-23T07:38:16,2021-03-23T19:51:20,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-24,94.9,68.1,79.5,90.2,68.1,78.6,57.3,57.1,0,0,0,,0,0,31.1,22.7,139.2,1001.9,36.2,8,235.2,20.2,9,,2021-03-24T07:37:09,2021-03-24T19:51:51,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-25,84.2,62.1,73.1,81.3,62.1,72.5,44.8,43.3,0,0,0,,0,0,34.1,26.1,352.7,1008.3,10.1,8.8,288.6,24.9,10,,2021-03-25T07:36:02,2021-03-25T19:52:22,0.43,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-26,92.1,57.6,75,88.5,57.6,73.8,46.4,40.1,0,0,0,,0,0,22.8,19.4,126.5,1010.4,0,9.9,290.2,24.9,10,,2021-03-26T07:34:55,2021-03-26T19:52:53,0.46,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-03-27,98.6,69.3,81.3,94.6,69.3,80.5,59.8,57.1,0,0,0,,0,0,18.3,14.7,113.8,1007.9,31.6,9.1,268,23.1,9,,2021-03-27T07:33:48,2021-03-27T19:53:24,0.49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-28,80.9,54.2,64,83.3,54.2,64.1,55,73.1,0.035,100,16.67,rain,0,0,38.8,23.5,13.5,1020.7,82.2,8.9,66.7,5.7,3,,2021-03-28T07:32:41,2021-03-28T19:53:55,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-29,77.5,56.8,66.2,77.5,56.8,66.2,46.2,51.9,0,0,0,,0,0,19.7,16.6,132.1,1019.9,83.3,9.4,143.8,12.4,6,,2021-03-29T07:31:34,2021-03-29T19:54:26,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-30,88.2,64.5,74.3,87.9,64.5,74.4,61,66.4,0,0,0,,0,0,20.8,12.6,146.5,1011.2,62.8,9.7,248.9,21.6,9,,2021-03-30T07:30:27,2021-03-30T19:54:57,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-03-31,77,61.6,71.4,77,61.6,71.4,62.4,75.7,0.019,100,4.17,rain,0,0,29.8,20.5,39.5,1017,66.1,8.2,137.2,11.9,6,,2021-03-31T07:29:20,2021-03-31T19:55:28,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-01,69.2,60.6,63.8,69.2,60.6,63.8,30.6,29.8,0,0,0,,0,0,23,18.1,75.2,1029.8,98.6,9.3,85.9,7.4,3,,2021-04-01T07:28:14,2021-04-01T19:55:59,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-02,79.1,59.1,67.8,79.1,59.1,67.8,46.1,47,0,0,0,,0,0,29.7,23.9,138.6,1025.4,91.3,9.8,223.7,19.2,9,,2021-04-02T07:27:08,2021-04-02T19:56:30,0.65,Overcast,Cloudy skies throughout the day.,cloudy,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-03,73.1,62.8,67.5,73.1,62.8,67.5,54.8,64.1,0,0,0,,0,0,29.4,24.9,131.7,1022.2,96.6,9.4,103.6,8.8,4,,2021-04-03T07:26:02,2021-04-03T19:57:01,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-04,82.4,64.5,71.3,81.5,64.5,71.2,57.4,63.4,0,0,0,,0,0,21.9,17.1,114.5,1020.5,86.7,9.5,161,13.8,8,,2021-04-04T07:24:56,2021-04-04T19:57:32,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-05,86.1,65.1,74.6,84.9,65.1,74.2,59,62.2,0,0,0,,0,0,23,18.3,133.4,1015,69.9,9.9,207.4,18.1,7,,2021-04-05T07:23:51,2021-04-05T19:58:03,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-06,94.9,66.9,78.9,95,66.9,79,62.2,60.3,0,0,0,,0,0,32.3,23.9,141.2,1008.8,18.8,9.9,285.5,24.8,9,,2021-04-06T07:22:46,2021-04-06T19:58:34,0.86,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-07,95.3,68.5,80.7,93.8,68.5,80.6,62.6,59.5,0,0,0,,0,0,29.6,19.6,82.7,1007.6,27.1,9.1,284.9,24.8,9,,2021-04-07T07:21:41,2021-04-07T19:59:05,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-08,100.6,69.1,84.7,97,69.1,83.5,59,51.9,0,0,0,,0,0,24.2,18.3,151.4,1007.5,0.3,9,289.5,25.1,10,,2021-04-08T07:20:37,2021-04-08T19:59:36,0.94,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-09,102.2,70.1,84.8,97.4,70.1,83.8,57.6,50.2,0,0,0,,0,0,28.9,21.9,128.4,1002,0.3,8.2,294.8,25.5,10,,2021-04-09T07:19:33,2021-04-09T20:00:07,0.97,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-10,89.8,69.2,78.5,86.9,69.2,77.6,49.2,37.1,0,0,0,,0,0,24,16.7,18.9,1006.5,0,9.4,293.4,25.3,10,,2021-04-10T07:18:30,2021-04-10T20:00:39,0.99,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-11,93.9,62.3,77.8,93.3,62.3,77.7,57.3,51.6,0,0,0,,0,0,26.1,21.6,122.4,1006.1,12.4,9.6,289.8,25,9,,2021-04-11T07:17:27,2021-04-11T20:01:10,1,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-12,96.1,72,80.5,98.4,72,81.4,66.4,65.3,0,0,0,,0,0,31,21.8,135.9,1005.6,51.6,8.7,241.4,20.7,10,,2021-04-12T07:16:25,2021-04-12T20:01:42,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-13,87.8,74.1,79,90.5,74.1,80.2,68.2,70.9,0,0,0,,0,0,17.2,12.8,66.6,1010.1,83.2,9.2,107.2,9.2,6,,2021-04-13T07:15:23,2021-04-13T20:02:13,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-14,93.4,74.1,82.8,98.3,74.1,85.5,69.8,66.9,0,0,0,,0,0,20.8,13.8,113.2,1010.6,65.3,7.9,170.6,14.8,7,,2021-04-14T07:14:22,2021-04-14T20:02:45,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-15,87.9,74.2,80.2,94.5,74.2,82.8,71.9,76.9,0,0,0,,0,0,25.3,16.3,102.9,1008.8,87.3,7.6,61.5,5.1,3,,2021-04-15T07:13:21,2021-04-15T20:03:17,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-16,95.1,74.1,81.9,100.3,74.1,84.7,70.9,71.6,0,0,0,,0,0,29.7,21.7,72.2,1005.6,79.8,8.6,166.8,14.4,7,,2021-04-16T07:12:21,2021-04-16T20:03:49,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-17,74.2,57.6,65.8,74.2,57.6,65.8,53.9,68.2,0.386,100,33.33,rain,0,0,30.9,22.8,27.4,1014.4,100,8.5,78.1,6.7,4,,2021-04-17T07:11:21,2021-04-17T20:04:21,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-18,72,57,63,72,57,63,42.6,48.4,0,0,0,,0,0,23,17,33.3,1019.5,75.4,9.6,207.4,18,9,,2021-04-18T07:10:22,2021-04-18T20:04:54,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-19,75.2,57.9,65.5,75.2,57.9,65.5,45.2,50,0,0,0,,0,0,11.4,11.2,74.3,1017.4,62.2,9.9,169.8,14.6,9,,2021-04-19T07:09:24,2021-04-19T20:05:26,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-20,87.9,56,71.5,84.3,56,70.7,50.2,54.3,0,0,0,,0,0,17.2,14.8,119.7,1015.4,0,9.9,321.5,27.7,10,,2021-04-20T07:08:26,2021-04-20T20:05:59,0.26,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-21,79.1,55.6,67,79.1,55.6,67,45.6,47.6,0,0,0,,0,0,29.2,21.7,71.4,1020,52.7,9.2,281,24.1,10,,2021-04-21T07:07:30,2021-04-21T20:06:32,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-22,81.7,63,70.3,82.5,63,70.4,60.9,73,0,0,0,,0,0,21.9,17.1,116,1014.1,91.5,9.2,84.1,7.2,3,,2021-04-22T07:06:33,2021-04-22T20:07:05,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-23,95.3,71.2,81.6,96.2,71.2,82.1,65.8,63.8,0,0,0,,0,0,19.7,13.6,125.9,1006,67.8,9.7,205.9,17.8,8,,2021-04-23T07:05:38,2021-04-23T20:07:38,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-24,97.2,66.2,82.9,92.1,66.2,80.8,44.9,39,0,0,0,,0,0,20.8,17.1,356.6,1009.9,9,9.6,330,28.4,10,,2021-04-24T07:04:44,2021-04-24T20:08:11,0.45,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-25,96.9,64.2,80.7,93.8,64.2,79.7,53.3,42.9,0,0,0,,0,0,28.1,19.4,122.8,1012.9,4.7,9.3,320.7,27.8,10,,2021-04-25T07:03:50,2021-04-25T20:08:44,0.48,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-26,93.2,69.3,80.2,98.4,69.3,82.3,67.3,66.8,0,0,0,,0,0,26.4,19.4,134.3,1009.2,42.8,8.7,223.4,19.2,8,,2021-04-26T07:02:57,2021-04-26T20:09:18,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-27,95.1,75.9,83.7,100.9,75.9,86.7,70.4,66.1,0,0,0,,0,0,32,24.9,132.2,1006.5,38.2,9.6,167.5,14.5,7,,2021-04-27T07:02:05,2021-04-27T20:09:51,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-28,102.8,76.9,87.4,107.8,76.9,91.4,70,59.4,0,0,0,,0,0,33,22.9,142.5,1002.7,31.3,8.5,244.2,21,9,,2021-04-28T07:01:14,2021-04-28T20:10:25,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-04-29,87.6,70.4,79.1,87.1,70.4,79.8,61.8,56.8,0,0,0,,0,0,32.9,22.8,332.6,1009.5,60.5,9.7,256.9,22.1,9,,2021-04-29T07:00:23,2021-04-29T20:10:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-04-30,78,66.9,71.8,78,66.9,71.8,63.5,76.1,0.152,100,25,rain,0,0,21.9,17,327.5,1015.6,88.5,9.2,70.9,6.1,4,,2021-04-30T06:59:34,2021-04-30T20:11:33,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-01,84.2,68,73.8,83.5,68,73.8,64.3,76.6,0.082,100,16.67,rain,0,0,26.4,17.4,327.6,1011.7,68.7,7.6,199.3,17.3,9,,2021-05-01T06:58:46,2021-05-01T20:12:07,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-02,102.1,63,82.4,97.8,63,81,55.5,50.4,0,0,0,,0,0,21.8,17.1,182.9,1003.6,18.3,9.8,320.9,27.6,10,,2021-05-02T06:57:58,2021-05-02T20:12:41,0.68,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-03,106.1,73.2,89.5,106,73.2,91,65.5,52.9,0,0,0,,0,0,19.7,16.1,150.3,998.6,14,9,312.9,27.1,10,,2021-05-03T06:57:12,2021-05-03T20:13:15,0.74,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-04,89.9,74.4,81.2,92.2,74.4,82,66.4,63.5,0.011,100,4.17,rain,0,0,29.8,21.8,16.1,1007.8,46,9.5,173.8,15.2,6,,2021-05-04T06:56:27,2021-05-04T20:13:49,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-05,91.8,66.1,79.1,88.8,66.1,78.1,54.9,47.4,0,0,0,,0,0,17.2,13.6,52.3,1016.6,0,9.7,321.3,27.6,10,,2021-05-05T06:55:42,2021-05-05T20:14:24,0.84,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-06,95.1,64.1,79.8,92.6,64.1,79.2,58.8,53.2,0,0,0,,0,0,24,18.1,105.2,1018.6,8.8,9.8,322,27.8,10,,2021-05-06T06:54:59,2021-05-06T20:14:58,0.89,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-07,95.1,60.9,79,92.4,60.9,77.9,51.5,42.2,0,0,0,,0,0,29.4,20.6,126,1017.8,5.2,9.4,332.9,28.8,10,,2021-05-07T06:54:17,2021-05-07T20:15:33,0.92,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-08,98.1,72,83.7,103.6,72,86,67.7,62.1,0,0,0,,0,0,36.6,26.1,145.7,1010.3,23.6,9.9,262,22.7,9,,2021-05-08T06:53:35,2021-05-08T20:16:07,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-09,104.1,75.9,88.2,106,75.9,90.8,67.3,54.1,0,0,0,,0,0,31.8,27.2,136.8,1006,1,9.7,312.8,27.1,9,,2021-05-09T06:52:55,2021-05-09T20:16:42,0.98,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-10,100.9,75.9,86.8,109,75.9,92.3,72.2,64.4,0,0,0,,0,0,29.7,20.4,119.1,1007.5,7.9,9.8,229.4,20,9,,2021-05-10T06:52:16,2021-05-10T20:17:16,1,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-11,96.3,71.1,84.5,103.1,71.1,89.4,71.9,68.8,0.076,100,4.17,rain,0,0,27.7,21.9,116.6,1009.3,87.9,8.7,263.4,22.8,9,,2021-05-11T06:51:39,2021-05-11T20:17:51,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-12,72,64.1,68.3,72,64.1,68.3,64.6,88.4,0.035,100,12.5,rain,0,0,,16.1,22.3,1018.5,96,8.3,94,8.2,6,,2021-05-12T06:51:02,2021-05-12T20:18:25,0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-13,81,64.2,73,81.7,64.2,73.2,59.9,64.5,0,0,0,,0,0,,14.6,41.2,1022.5,93.2,9.8,221.9,19.2,7,,2021-05-13T06:50:27,2021-05-13T20:19:00,0.01,Overcast,Cloudy skies throughout the day.,cloudy,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-14,88.1,66,77.8,88.1,66,78,62.7,62.5,0,0,0,,0,0,20.8,19.5,135.4,1019.2,65.4,9.8,258.5,22.4,9,,2021-05-14T06:49:52,2021-05-14T20:19:34,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-15,88,72,78.5,89.8,72,79.4,67.7,71.3,0.003,100,8.33,rain,0,0,33.2,22.7,132.4,1014.8,75.9,9.4,130.4,11.1,6,,2021-05-15T06:49:19,2021-05-15T20:20:09,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-16,97.1,72.1,82.4,100.7,72.1,84.9,69.5,68.3,0.019,100,4.17,rain,0,0,27.4,22.7,133.2,1011.3,44.5,9.8,248.7,21.6,9,,2021-05-16T06:48:47,2021-05-16T20:20:43,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-17,101,77,86.4,108.3,77,90.5,71.4,64.4,0,0,0,,0,0,39,25.1,141.3,1006.7,51.3,9.7,312.9,27.2,10,,2021-05-17T06:48:17,2021-05-17T20:21:17,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-18,93.9,70.2,81.6,102.2,70.2,86,69.4,67.7,0.466,100,4.17,rain,0,0,47.9,30.7,121.1,1006.1,42.7,9.9,192.2,16.7,8,,2021-05-18T06:47:47,2021-05-18T20:21:51,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KLRD,HVLT2,72252012907,KAPY,72058400181"
chicago temps,2021-05-19,81,66.1,74.1,87.4,66.1,74.3,63.8,71.7,0.459,100,20.83,rain,0,0,39.1,28.3,110.6,1008.5,56.4,8.8,109.8,9.5,5,,2021-05-19T06:47:19,2021-05-19T20:22:25,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-20,92.1,62.1,76.2,92.2,62.1,76.4,61.3,64.1,0,0,0,,0,0,17.2,16,106.3,1011.3,0,9.9,327.6,28.4,10,,2021-05-20T06:46:52,2021-05-20T20:22:58,0.28,Clear,Clear conditions throughout the day.,clear-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-21,92.1,72,80.6,96.3,72,82.1,68.7,69.8,0,0,0,,0,0,20.8,16.1,112.2,1013.6,62.4,9.7,237.1,20.7,8,,2021-05-21T06:46:27,2021-05-21T20:23:32,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-22,95,72,81.8,97.1,72,83.6,68.7,67.2,0,0,0,,0,0,33.1,21.8,117.8,1015.5,44.3,9.8,291.1,25,9,,2021-05-22T06:46:03,2021-05-22T20:24:05,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-23,93.8,73.2,81.3,95.8,73.2,82.7,68.9,69.1,0,0,0,,0,0,26.2,21.7,117.1,1015.6,50.8,9.6,269.2,23.4,9,,2021-05-23T06:45:40,2021-05-23T20:24:38,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-24,96.2,75,82.3,100.3,75,85.1,70.6,70.3,0,0,0,,0,0,28.9,21.6,127.8,1014.2,64.7,9.9,246.7,21.2,10,,2021-05-24T06:45:18,2021-05-24T20:25:10,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-25,96.2,75.9,84.4,103.1,75.9,87.9,71.8,68.5,0,0,0,,0,0,25,20.5,135.3,1013.6,65.6,9.5,255.6,22.1,9,,2021-05-25T06:44:57,2021-05-25T20:25:43,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,KAPY,72058400181"
chicago temps,2021-05-26,98.6,78.8,85.8,104.5,78.8,89.7,71.8,65.6,0,0,0,,0,0,29.7,20.6,135.7,1015.3,77.8,9.5,273.2,23.5,8,,2021-05-26T06:44:38,2021-05-26T20:26:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-27,97.1,75.9,85.5,104.1,75.9,89.7,71.5,65.6,0,0,0,,0,0,27.6,20.5,142.3,1012.7,37.8,9.4,306,26.3,10,,2021-05-27T06:44:20,2021-05-27T20:26:46,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-28,97.1,78.2,85.7,106.1,78.2,90.9,72.6,66.9,0,0,0,,0,0,35.4,20.6,132,1010.6,46.2,9.6,260.1,22.3,9,,2021-05-28T06:44:04,2021-05-28T20:27:17,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
chicago temps,2021-05-29,88.1,68,79.7,92.6,68,81.7,69.9,73.6,0.415,100,16.67,rain,0,0,37.4,20.7,96.6,1012.4,62.9,9.2,207.8,17.9,9,,2021-05-29T06:43:49,2021-05-29T20:27:48,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KLRD,HVLT2,76286399999,72252012907,MMNL,KAPY,72058400181"
